GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
FTLP15	0	0	0	0	0	1	0	0	0	0	1	3	4	3	1	4	1	2	1	2	4	3	0	1	0	1	3	1
LOC107986792	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375265	2	0	0	0	0	2	0	0	2	0	1	0	6	1	0	1	1	3	0	0	0	1	1	1	0	2	0	0
LOC105375266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC730338	0	1	0	0	0	0	0	5	0	0	1	0	0	2	3	0	1	1	0	0	0	0	0	1	0	1	0	0
LOC105375267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986793	4	1	0	6	1	2	3	4	5	3	31	2	1	1	0	1	2	0	0	3	1	0	0	0	0	7	0	10
TNS3	7796	2944	11827	16230	4629	3561	1764	595	645	517	5673	2206	3422	2241	1026	1620	1603	786	877	1066	2107	722	869	345	197	537	1002	586
LINC01447	38	5	136	171	25	2	0	5	1	3	93	14	2	2	0	7	0	0	0	1	1	1	2	0	0	1	2	1
C7orf65	1	0	15	13	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00525	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L1	300	303	355	392	335	219	245	217	200	186	569	132	135	102	118	302	152	218	457	283	226	198	155	207	200	280	134	879
C7orf69	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HUS1	906	798	660	867	824	776	239	129	148	214	508	452	523	585	348	584	472	539	485	444	518	502	187	129	109	187	507	453
LOC105375270	1	0	3	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
SUN3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf57	274	166	33	132	266	183	39	25	16	27	86	15	59	44	27	9	37	13	15	6	11	51	7	9	4	25	15	25
UPP1	295	198	72	94	187	168	82	180	150	105	179	73	224	394	96	86	65	36	105	86	261	192	113	93	39	156	86	120
LOC105375271	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	423	146	90	135	68	109	350	379	249	270	728	346	527	1205	399	121	254	10	17	9	14	27	102	24	15	75	81	72
LOC105375272	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GDI2P1	16	8	10	11	9	12	26	4	21	28	43	96	90	98	74	129	83	99	107	97	103	101	27	14	9	27	103	39
CDC14C	115	91	51	78	102	124	26	6	13	30	48	28	46	42	24	23	20	21	24	22	26	25	13	8	5	20	35	29
VWC2	91	335	326	146	98	342	4	13	3	10	26	408	40	0	216	24	90	7	49	24	16	4	10	3	0	5	41	8
ZPBP	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNL2P1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF1	19	61	41	258	52	7	3	28	18	5	30	77	6	13	39	110	199	38	87	86	44	19	26	27	19	35	199	114
FIGNL1	1219	1188	1058	1231	1082	1037	264	247	263	555	713	796	765	556	564	1684	999	1519	1456	1113	691	1124	359	238	307	509	807	1345
DDC	28	61	64	60	38	14	11	5	1	6	11	19	6	4	77	125	78	8	45	32	21	10	5	7	4	2	19	24
DDC-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRB10	4415	6567	4075	4598	5461	3989	1323	2059	1984	2943	2575	3990	2506	3533	4186	6193	4920	5180	5531	5617	5536	5489	2446	2246	1806	2826	5867	6516
RPL39P23	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	2	1	2	0	0	0	0	0	1	1
COBL	1418	1149	697	1480	897	706	267	191	245	327	1034	696	1206	1378	1343	701	851	1159	552	778	2017	1379	664	387	450	758	978	1479
RPL7L1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0
CICP17	0	0	0	2	0	0	8	7	5	6	16	1	1	1	1	1	0	3	2	1	3	0	3	8	7	3	3	10
LOC101928675	0	1	0	2	1	0	8	8	9	6	7	4	1	1	0	2	0	1	1	1	2	3	1	7	0	2	5	8
LOC107986795	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LOC107986794	0	0	0	0	0	0	2	4	2	6	7	1	0	0	1	1	1	1	2	3	0	1	2	3	4	6	1	0
LOC102723533	3	4	2	5	3	1	3	2	3	2	12	1	0	1	0	1	3	4	0	1	1	1	3	5	7	5	1	3
LOC105375277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105375278	2	0	2	3	3	2	2	0	0	1	3	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
LOC107986738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
POM121L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS6P1	881	812	791	1029	730	685	110	75	55	204	274	484	457	615	561	686	607	598	402	466	630	555	198	106	98	183	642	456
LOC105375282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GS1-278J22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01446	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS6P3	212	200	197	260	173	165	75	68	64	110	194	311	240	335	273	382	307	332	299	264	383	271	111	63	98	132	341	354
LOC107986739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPVC1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LINC01445	0	4	0	1	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
SLC25A5P3	7	5	5	11	2	2	8	1	4	6	7	10	8	15	9	16	14	5	8	14	9	12	6	2	1	6	13	7
VSTM2A	131	1614	1406	2244	512	161	7	63	20	198	364	952	65	99	358	1316	860	4130	389	1166	55	1600	133	55	60	31	867	316
VSTM2A-OT1	6	54	52	70	13	5	1	1	0	5	1	30	1	6	9	55	26	141	15	46	2	60	1	2	1	2	24	6
RPL31P35	0	0	0	0	1	1	1	0	0	0	4	8	11	13	6	10	15	10	16	9	17	10	0	0	0	0	13	3
SEC61G	3242	2922	2615	2841	2750	2951	648	684	726	806	1407	2050	2123	2061	1388	3162	2007	2277	2632	2125	2294	2131	520	456	398	588	1858	1603
LOC100996654	4	1	1	3	3	1	1	0	0	0	4	0	2	1	0	2	0	0	2	0	1	1	0	0	0	1	0	2
LOC643168	79	50	91	109	59	48	43	21	21	56	135	158	99	96	150	161	118	133	115	116	147	139	50	17	21	55	141	69
LOC105375284	3	3	4	13	5	2	5	1	6	4	5	1	0	2	3	0	1	1	2	1	2	7	2	0	7	6	11	17
EGFR	2130	3222	2139	5515	3145	2371	462	196	468	357	831	1323	1647	1218	1843	2549	1070	3148	1188	1703	2139	4536	1150	307	977	1937	4362	2818
LOC107986797	1	1	1	2	2	0	1	0	3	0	13	6	1	3	4	5	4	12	25	12	13	12	0	0	3	1	8	14
EGFR-AS1	0	3	2	2	2	2	2	0	1	1	5	0	3	1	0	0	0	4	3	0	1	3	3	2	0	5	1	1
ELDR	3	3	1	2	5	4	1	0	1	1	0	0	0	0	0	0	2	2	0	1	0	1	0	0	0	1	2	6
LANCL2	5671	3718	5695	6248	5964	3710	1223	400	416	634	2351	1607	1747	1542	1089	2550	1796	2773	1249	2082	1789	2664	512	337	391	671	1917	1541
VOPP1	8337	8916	8256	9307	7589	6592	1351	944	1041	2185	2888	5097	4508	4973	4979	10049	4450	6692	6000	6544	5919	6141	1872	1423	1678	2550	6982	5887
LOC107986798	1	0	1	0	0	0	0	0	4	2	10	1	1	1	2	2	6	4	14	6	7	8	3	0	4	5	3	8
LOC105375287	0	5	8	3	5	1	7	9	3	12	14	0	1	0	0	0	1	1	0	1	4	2	7	9	12	10	0	53
CDC42P2	3	1	0	5	4	1	5	4	4	13	16	39	29	29	30	41	35	27	27	25	30	29	8	3	6	11	37	7
TUBBP6	3	7	4	5	4	6	2	11	5	8	7	42	18	39	29	92	36	60	29	33	27	34	15	7	6	5	72	24
FKBP9P1	295	348	209	263	272	402	94	80	142	160	288	396	675	488	415	256	355	340	348	262	568	490	183	122	63	148	329	275
SUMO2P3	48	49	51	43	48	55	15	5	9	16	22	52	22	32	28	59	38	47	85	32	47	45	7	10	8	13	69	40
CICP11	0	0	0	0	0	0	4	0	2	4	8	1	1	0	1	1	1	2	1	1	0	0	6	3	4	9	5	3
LOC107986799	1	2	1	5	6	3	0	7	2	4	2	1	2	0	3	2	2	1	0	0	0	0	5	7	17	4	4	14
LOC101928755	3	2	2	6	15	3	9	5	13	5	10	3	4	5	0	2	0	2	2	2	3	0	7	9	9	8	5	14
LOC101060341	3	10	3	12	13	3	19	23	10	14	39	6	8	1	2	8	10	4	7	10	11	7	24	24	24	27	15	58
LOC102723656	1	0	0	0	4	1	3	3	1	3	8	0	4	0	2	1	0	4	4	0	3	2	6	5	1	4	3	10
PSPHP1	1204	1282	1296	1431	911	1124	9	9	12	14	20	35	748	838	655	888	507	20	40	24	53	32	176	171	125	215	614	428
SEPT14	3	0	0	5	0	1	0	3	3	3	3	2	4	1	2	5	2	0	0	1	1	0	1	1	0	2	0	3
CICP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101409255	0	3	2	3	0	1	2	3	1	4	4	15	8	10	9	17	9	15	8	5	9	9	2	1	2	4	14	7
ZNF713	189	265	151	291	315	151	367	152	167	355	915	119	100	111	103	182	142	261	270	265	203	281	333	269	264	505	412	1135
MRPS17	855	857	697	839	733	705	161	113	139	182	360	610	462	562	450	641	550	531	578	545	627	528	129	115	121	149	601	407
GBAS	5664	5456	4847	6122	4780	4775	1395	824	964	1635	3135	3891	2659	3501	3119	3946	3192	3348	3676	3121	4159	3652	1213	989	988	1547	4065	4009
PSPH	2351	2121	1748	2160	1630	1745	306	204	301	434	772	900	1417	1558	1020	1306	997	951	907	959	1688	1079	321	283	162	393	1166	649
CCT6A	19665	16021	16247	18290	15290	13946	3206	2260	2396	3830	6502	10104	10584	12001	9876	14154	10889	12557	11047	10105	12229	10871	3510	2575	2324	3745	11594	9128
SNORA15	1	3	8	1	4	4	1	2	0	7	2	0	7	0	1	2	3	8	7	5	2	1	3	2	5	4	0	20
SUMF2	5084	4072	3560	3912	3279	4533	633	440	640	862	1299	1732	2427	2214	1612	1645	1375	1373	1216	1324	2222	1726	903	520	426	908	1763	1293
PHKG1	72	63	33	58	81	74	49	25	33	49	132	13	43	42	42	18	11	19	20	28	91	42	30	27	23	40	14	71
CHCHD2	8130	7536	6990	8052	7618	6279	1274	553	936	2085	2235	4301	4267	3380	4262	4231	2224	5062	6585	5980	6749	5875	882	719	598	810	3546	2195
NUPR2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	2	2	0	0	2	0
LOC105375288	0	1	1	0	0	0	0	0	0	0	0	0	1	4	2	6	2	3	4	0	5	0	0	2	0	0	1	6
LOC442309	2	3	0	0	0	2	1	1	1	0	0	4	8	3	2	0	2	4	4	3	4	2	1	2	0	0	2	0
LOC100130909	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	1	0	2	0	1	1	5	0	0	0	0	1	2
LOC441228	887	741	647	812	752	810	129	116	128	130	318	309	430	409	342	343	311	349	356	290	451	291	127	82	101	165	402	373
LOC154937	347	283	263	306	300	229	65	28	29	89	81	221	172	208	169	299	200	285	223	201	200	217	67	27	35	61	245	107
CICP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731631	0	0	0	0	1	0	0	2	2	3	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	2	1	2
LOC107986800	4	5	12	8	17	4	10	16	9	9	32	7	4	4	4	9	4	6	4	8	6	6	5	5	8	15	15	24
LOC105375292	0	0	0	1	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	2	0	1	1	0	2	0	1
LOC101930109	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
LOC650226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100240728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZp434L192	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMD3P2	1	1	1	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0
LOC101928401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC100130210	224	355	123	192	345	169	86	27	37	69	117	285	246	347	258	764	281	587	238	579	294	313	49	45	43	52	399	130
LOC346296	17	1	5	6	4	7	4	1	3	7	11	13	16	11	3	11	8	9	14	6	4	8	5	3	2	4	10	13
LOC105375291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100533632	0	0	0	0	0	0	5	1	2	4	3	8	1	5	7	0	0	0	4	1	1	0	5	0	3	6	5	3
LOC102723684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728416	1	1	3	1	2	2	1	4	3	0	10	10	12	15	12	12	9	10	5	9	12	8	2	3	0	1	11	7
LOC401357	0	2	0	0	0	1	1	1	2	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	4
LOC101928507	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1
LOC107986801	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105375294	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105375295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287294	2	3	3	2	3	1	4	0	3	12	8	15	11	8	7	16	3	16	3	12	9	7	5	4	0	4	10	7
MIR4283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A4P1	3	1	0	1	1	0	2	2	2	5	2	7	4	3	5	5	5	3	2	5	6	7	2	1	3	3	8	3
PHKG1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF479	0	0	0	0	0	1	0	0	0	3	1	7	0	4	1	6	3	1	4	3	0	2	0	1	0	0	8	3
LOC105375296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100101483	188	226	135	148	127	123	41	19	20	33	106	55	74	32	41	47	44	56	48	34	32	67	23	27	30	43	51	149
GUSBP10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC105375297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100653233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
MIR3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P2	11	2	2	10	6	5	5	0	1	11	7	11	7	12	4	10	7	3	7	10	12	4	6	6	6	3	21	3
ZNF716	0	2	3	3	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	3
LOC105375300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC102723842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101060796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P4	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0
PHKG1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF733P	0	1	0	2	2	0	1	0	0	0	2	1	3	4	1	1	1	2	2	0	1	3	0	0	1	1	1	6
ARAFP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102724738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LOC100287704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100287834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A1P2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
LOC107986802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARAFP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF734P	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
PHKG1P2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
SLC29A4P2	0	6	4	5	3	0	3	2	5	10	7	11	4	11	8	12	8	9	9	13	9	8	8	8	3	0	28	13
MIR4283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101060128	2	0	2	5	1	4	16	16	12	21	48	7	3	7	4	4	3	7	4	6	5	8	11	13	13	18	14	51
LOC107986729	0	0	0	0	0	0	2	2	3	0	2	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	2	2
LOC100996414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996365	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996428	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107986804	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1
LOC107986803	0	0	0	0	1	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	2
LOC102724777	0	0	1	0	0	0	1	3	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	2
LOC107986805	3	0	1	1	0	0	7	10	9	3	15	5	0	1	0	1	0	1	1	0	0	0	4	4	1	4	2	14
LOC107986730	0	0	0	0	1	0	2	0	0	1	5	0	1	0	1	2	0	0	2	0	0	1	1	1	1	2	1	5
GABPAP	1112	954	833	1075	902	740	161	85	99	237	407	581	500	564	468	649	507	569	476	475	489	491	176	110	106	212	625	409
LOC107986806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMD3P1	23	21	27	22	28	25	20	3	11	4	20	36	31	42	31	20	25	20	33	23	24	23	10	5	5	7	24	17
LOC105375318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A1P3	0	1	0	0	1	0	0	0	0	0	3	1	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0
ARAFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100419780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0
LINC01005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375317	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF727	0	0	0	0	0	0	1	0	1	0	8	4	0	2	1	4	1	3	3	5	0	1	0	0	0	1	3	4
GUSBP6	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1
RPL6P20	18	15	20	7	13	11	13	3	7	7	2	43	21	22	18	36	32	29	44	28	28	35	5	1	4	5	22	18
SAPCD2P1	28	11	18	19	15	24	3	2	4	13	15	8	18	18	9	7	11	13	10	12	16	15	17	8	3	6	30	2
ZNF735	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
LOC105375319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF679	0	0	0	0	0	0	0	1	0	5	4	1	1	1	1	0	0	1	2	1	1	0	1	1	1	0	1	4
LOC105375323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375322	0	0	0	0	0	0	2	2	1	7	15	5	4	4	3	0	0	0	0	3	0	0	2	1	0	1	1	5
ZNF736	326	15	64	1	4	5	929	820	603	1342	1868	1596	1015	971	1147	2	1	120	602	481	103	1	719	575	391	1061	603	2115
LOC105375321	0	0	1	0	0	0	0	0	0	1	6	4	4	6	3	0	0	0	0	1	0	0	0	0	0	2	0	0
LOC105375324	0	0	0	0	0	0	3	0	0	0	2	1	0	3	0	0	0	0	0	1	0	0	0	2	0	1	1	0
YWHAEP1	705	644	639	847	665	577	319	162	177	384	318	762	522	696	521	773	586	585	558	494	719	690	254	196	147	355	851	340
ZNF680P1	0	0	0	0	0	0	1	2	1	1	1	2	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	3
ZNF680	1495	1568	1325	1448	1166	1103	582	334	327	785	1477	1790	1060	1215	1404	2168	1574	1037	1621	1238	999	1421	538	487	511	737	1800	2440
LOC100133092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129293	239	254	255	370	217	224	22	8	14	56	62	113	38	16	38	117	75	91	83	97	65	93	44	20	43	13	200	40
LOC100128885	15	47	76	26	34	92	4	2	1	0	100	1	41	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC641746	1	1	2	2	2	3	1	1	1	0	7	5	3	9	0	4	1	5	2	6	5	1	0	0	1	0	4	2
LOC105375326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF107	2126	1731	1776	2207	1671	1513	746	426	509	1013	1587	1643	1020	1213	1391	2136	1634	1991	1777	1479	1359	1402	700	490	534	804	2017	2160
MIR6839	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	1	2	0	1	0	0	0	0	1
LOC644387	17	11	19	25	12	13	23	14	8	11	30	47	23	11	7	18	8	48	35	33	12	30	4	4	3	7	14	9
ZNF138	1174	1141	1486	1735	1151	776	503	250	215	471	1101	1063	484	380	649	1560	841	1254	1283	1101	677	821	288	291	310	403	1026	1554
SEPHS1P1	0	0	1	1	1	0	13	5	1	2	13	2	0	1	1	2	0	0	0	0	2	1	1	2	4	3	0	21
EEF1DP4	10	8	19	30	11	4	32	43	17	18	90	9	5	1	5	19	9	4	1	11	3	6	5	5	7	13	10	42
ZNF273	1035	741	886	1025	799	699	299	175	179	418	651	838	461	526	523	1222	845	929	897	857	659	750	260	246	208	260	1004	892
LOC441239	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	2	0	0	2	0	0	0	0	2	1	0	1	2
LOC105375328	10	3	10	5	9	3	15	10	5	6	33	4	2	5	6	6	2	4	3	10	0	1	3	10	6	10	1	25
